tree_dbh,health,spc_common,sidewalk
28,Good,London planetree,NoDamage
26,Good,London planetree,Damage
19,Good,London planetree,NoDamage
27,Good,London planetree,NoDamage
23,Good,London planetree,NoDamage
22,Good,London planetree,Damage
12,Good,London planetree,Damage
23,Good,London planetree,NoDamage
18,Good,London planetree,NoDamage
19,Good,London planetree,NoDamage
33,Good,London planetree,NoDamage
22,Good,London planetree,Damage
18,Good,ginkgo,NoDamage
6,Good,honeylocust,NoDamage
15,Good,London planetree,NoDamage
15,Good,sycamore maple,Damage
26,Good,London planetree,NoDamage
20,Good,London planetree,NoDamage
30,Good,London planetree,NoDamage
30,Good,London planetree,NoDamage
28,Good,London planetree,NoDamage
34,Good,London planetree,Damage
20,Good,London planetree,NoDamage
2,Fair,American elm,NoDamage
35,Good,London planetree,Damage
16,Good,littleleaf linden,Damage
15,Good,littleleaf linden,NoDamage
11,Good,littleleaf linden,Damage
7,Poor,littleleaf linden,NoDamage
9,Good,holly,Damage
12,Good,littleleaf linden,NoDamage
8,Good,littleleaf linden,NoDamage
18,Good,littleleaf linden,NoDamage
17,Good,littleleaf linden,Damage
2,Good,littleleaf linden,NoDamage
12,Good,littleleaf linden,NoDamage
11,Good,littleleaf linden,Damage
4,Good,littleleaf linden,NoDamage
18,Good,London planetree,NoDamage
14,Good,ash,NoDamage
18,Good,London planetree,Damage
26,Good,London planetree,NoDamage
20,Good,London planetree,Damage
19,Good,London planetree,NoDamage
22,Good,London planetree,NoDamage
14,Good,London planetree,NoDamage
15,Good,London planetree,NoDamage
31,Good,London planetree,NoDamage
25,Good,London planetree,Damage
9,Good,ginkgo,Damage
15,Good,honeylocust,Damage
24,Good,London planetree,NoDamage
6,Good,American elm,NoDamage
20,Good,London planetree,NoDamage
15,Good,London planetree,NoDamage
23,Good,London planetree,NoDamage
16,Good,London planetree,NoDamage
33,Good,London planetree,NoDamage
0,Good,American elm,NoDamage
25,Good,London planetree,NoDamage
23,Good,London planetree,NoDamage
3,Fair,London planetree,NoDamage
24,Good,London planetree,NoDamage
13,Good,London planetree,NoDamage
3,Good,'Schubert' chokecherry,NoDamage
2,Poor,hawthorn,NoDamage
3,Good,hawthorn,NoDamage
4,Fair,'Schubert' chokecherry,Damage
3,Good,'Schubert' chokecherry,NoDamage
8,Good,'Schubert' chokecherry,Damage
4,Good,honeylocust,NoDamage
10,Good,ginkgo,NoDamage
11,Good,American linden,NoDamage
17,Good,honeylocust,Damage
8,Good,ginkgo,NoDamage
22,Good,American linden,Damage
10,Good,honeylocust,NoDamage
10,Good,green ash,Damage
4,Good,green ash,Damage
11,Fair,green ash,NoDamage
17,Good,green ash,Damage
21,Good,green ash,Damage
13,Good,green ash,NoDamage
13,Good,green ash,NoDamage
18,Good,green ash,NoDamage
25,Good,green ash,NoDamage
11,Good,green ash,Damage
21,Good,green ash,NoDamage
12,Good,green ash,Damage
32,Good,London planetree,Damage
28,Good,London planetree,NoDamage
14,Fair,ash,Damage
13,Poor,London planetree,NoDamage
19,Good,London planetree,NoDamage
3,Good,American elm,Damage
32,Good,London planetree,NoDamage
28,Good,London planetree,Damage
16,Good,littleleaf linden,NoDamage
16,Good,littleleaf linden,NoDamage
16,Good,littleleaf linden,NoDamage
11,Good,littleleaf linden,Damage
4,Good,littleleaf linden,NoDamage
7,Good,littleleaf linden,NoDamage
16,Good,green ash,NoDamage
21,Good,green ash,Damage
13,Good,green ash,Damage
16,Good,green ash,NoDamage
8,Good,green ash,NoDamage
19,Good,green ash,NoDamage
5,Good,Amur maple,NoDamage
22,Good,London planetree,NoDamage
27,Good,London planetree,NoDamage
13,Good,London planetree,NoDamage
27,Good,London planetree,Damage
40,Good,London planetree,NoDamage
7,Good,willow oak,NoDamage
18,Good,horse chestnut,NoDamage
11,Good,littleleaf linden,Damage
30,Good,littleleaf linden,Damage
1,Good,serviceberry,NoDamage
4,Good,serviceberry,NoDamage
5,Good,serviceberry,NoDamage
3,Good,serviceberry,NoDamage
5,Good,serviceberry,NoDamage
3,Good,serviceberry,NoDamage
3,Good,bald cypress,NoDamage
4,Good,bald cypress,NoDamage
26,Good,ginkgo,Damage
11,Good,serviceberry,NoDamage
4,Good,serviceberry,NoDamage
15,Good,honeylocust,Damage
11,Good,honeylocust,NoDamage
3,Good,ginkgo,NoDamage
12,Good,honeylocust,Damage
21,Good,American linden,NoDamage
5,Good,crab apple,Damage
18,Good,ginkgo,NoDamage
3,Good,ginkgo,NoDamage
2,Good,ginkgo,NoDamage
20,Good,ginkgo,NoDamage
6,Good,American linden,NoDamage
4,Good,honeylocust,Damage
3,Good,American linden,NoDamage
28,Good,London planetree,Damage
24,Good,London planetree,NoDamage
33,Good,London planetree,NoDamage
30,Good,London planetree,Damage
2,Good,Japanese snowbell,NoDamage
7,Good,littleleaf linden,Damage
2,Good,littleleaf linden,NoDamage
9,Good,littleleaf linden,NoDamage
9,Good,littleleaf linden,NoDamage
10,Fair,littleleaf linden,Damage
2,Good,littleleaf linden,NoDamage
21,Good,horse chestnut,NoDamage
5,Good,littleleaf linden,NoDamage
15,Good,honeylocust,NoDamage
2,Good,ginkgo,NoDamage
6,Good,honeylocust,NoDamage
15,Good,honeylocust,Damage
16,Good,American linden,NoDamage
14,Good,honeylocust,NoDamage
16,Good,honeylocust,NoDamage
5,Good,honeylocust,NoDamage
10,Good,honeylocust,Damage
5,Good,American linden,NoDamage
28,Good,London planetree,NoDamage
21,Good,London planetree,NoDamage
13,Good,London planetree,Damage
32,Good,London planetree,NoDamage
30,Good,London planetree,Damage
23,Good,London planetree,Damage
15,Good,ash,NoDamage
33,Good,London planetree,Damage
35,Good,London planetree,NoDamage
28,Good,London planetree,NoDamage
27,Good,London planetree,NoDamage
24,Good,London planetree,NoDamage
36,Good,London planetree,Damage
35,Good,London planetree,NoDamage
25,Good,London planetree,Damage
25,Good,littleleaf linden,Damage
4,Good,littleleaf linden,NoDamage
15,Good,littleleaf linden,NoDamage
2,Good,littleleaf linden,NoDamage
28,Good,littleleaf linden,Damage
7,Good,littleleaf linden,NoDamage
19,Good,littleleaf linden,NoDamage
15,Good,littleleaf linden,Damage
2,Fair,littleleaf linden,NoDamage
20,Good,littleleaf linden,Damage
4,Good,littleleaf linden,Damage
5,Good,littleleaf linden,NoDamage
17,Good,littleleaf linden,NoDamage
9,Good,serviceberry,NoDamage
4,Good,serviceberry,NoDamage
5,Good,bald cypress,NoDamage
3,Good,serviceberry,NoDamage
3,Good,bald cypress,NoDamage
3,Fair,serviceberry,NoDamage
5,Good,serviceberry,NoDamage
2,Good,paperbark maple,NoDamage
4,Good,serviceberry,NoDamage
32,Good,London planetree,NoDamage
16,Good,London planetree,NoDamage
20,Good,sycamore maple,NoDamage
25,Good,London planetree,Damage
36,Good,London planetree,Damage
21,Good,London planetree,NoDamage
26,Good,London planetree,NoDamage
24,Good,London planetree,NoDamage
25,Good,London planetree,NoDamage
36,Good,London planetree,Damage
19,Good,London planetree,Damage
32,Good,London planetree,Damage
29,Good,London planetree,NoDamage
37,Good,London planetree,Damage
30,Good,London planetree,NoDamage
33,Good,London planetree,Damage
27,Good,London planetree,NoDamage
38,Good,London planetree,Damage
15,Fair,London planetree,NoDamage
33,Good,London planetree,NoDamage
25,Good,London planetree,NoDamage
8,Good,London planetree,NoDamage
21,Good,London planetree,NoDamage
19,Good,London planetree,Damage
22,Good,London planetree,Damage
25,Good,London planetree,Damage
25,Good,London planetree,NoDamage
3,Good,London planetree,NoDamage
15,Poor,London planetree,NoDamage
25,Good,London planetree,NoDamage
7,Good,honeylocust,NoDamage
13,Good,honeylocust,NoDamage
10,Good,ginkgo,Damage
19,Good,ginkgo,NoDamage
13,Good,honeylocust,NoDamage
7,Good,ginkgo,Damage
18,Good,honeylocust,Damage
21,Good,honeylocust,Damage
7,Good,honeylocust,NoDamage
2,Good,ginkgo,NoDamage
11,Good,honeylocust,Damage
11,Good,honeylocust,NoDamage
12,Good,honeylocust,Damage
11,Good,honeylocust,NoDamage
4,Good,honeylocust,Damage
23,Good,honeylocust,NoDamage
11,Good,red maple,Damage
30,Good,red maple,NoDamage
2,Good,red maple,NoDamage
27,Good,pin oak,NoDamage
31,Good,pin oak,NoDamage
25,Good,red maple,NoDamage
27,Good,pin oak,NoDamage
25,Good,pin oak,NoDamage
24,Good,pin oak,NoDamage
15,Good,pin oak,NoDamage
27,Good,London planetree,NoDamage
23,Good,London planetree,NoDamage
13,Good,ash,Damage
25,Good,London planetree,NoDamage
20,Good,London planetree,Damage
28,Good,London planetree,NoDamage
28,Good,London planetree,NoDamage
23,Good,pin oak,NoDamage
22,Good,pin oak,Damage
9,Good,pin oak,NoDamage
7,Good,pin oak,NoDamage
27,Good,pin oak,Damage
21,Good,pin oak,Damage
17,Fair,red maple,Damage
13,Good,red maple,NoDamage
33,Good,pin oak,NoDamage
16,Good,red maple,NoDamage
34,Good,pin oak,Damage
24,Good,pin oak,NoDamage
28,Good,pin oak,NoDamage
16,Good,pin oak,Damage
11,Good,Norway maple,NoDamage
14,Good,Norway maple,Damage
23,Good,Norway maple,NoDamage
16,Good,Norway maple,NoDamage
32,Good,London planetree,NoDamage
27,Good,London planetree,Damage
14,Good,London planetree,NoDamage
25,Good,London planetree,NoDamage
24,Good,pin oak,NoDamage
23,Good,pin oak,Damage
3,Fair,red maple,Damage
31,Good,pin oak,Damage
20,Good,pin oak,Damage
5,Good,pin oak,NoDamage
4,Good,pin oak,NoDamage
24,Good,pin oak,Damage
23,Good,pin oak,NoDamage
39,Good,London planetree,NoDamage
23,Good,London planetree,NoDamage
12,Good,red maple,NoDamage
13,Good,pin oak,NoDamage
32,Good,pin oak,Damage
17,Good,pin oak,NoDamage
23,Good,pin oak,NoDamage
12,Good,hedge maple,Damage
18,Good,pin oak,NoDamage
7,Fair,red maple,NoDamage
6,Fair,red maple,NoDamage
3,Good,pin oak,Damage
4,Good,pin oak,Damage
8,Good,American hophornbeam,Damage
20,Good,London planetree,Damage
22,Good,London planetree,NoDamage
8,Good,silver linden,NoDamage
4,Good,Callery pear,NoDamage
6,Good,Callery pear,NoDamage
19,Good,Callery pear,Damage
11,Good,Callery pear,NoDamage
11,Good,Callery pear,NoDamage
9,Fair,Callery pear,Damage
6,Good,Callery pear,NoDamage
13,Good,silver linden,NoDamage
4,Fair,Callery pear,NoDamage
13,Good,honeylocust,NoDamage
16,Good,ginkgo,NoDamage
12,Good,honeylocust,NoDamage
18,Good,honeylocust,Damage
24,Good,pin oak,NoDamage
28,Good,pin oak,NoDamage
16,Good,red maple,NoDamage
22,Good,pin oak,NoDamage
8,Good,hedge maple,NoDamage
29,Good,pin oak,Damage
2,Good,red maple,NoDamage
6,Good,pin oak,NoDamage
11,Good,red maple,NoDamage
3,Good,'Schubert' chokecherry,NoDamage
3,Good,hawthorn,NoDamage
31,Good,pin oak,NoDamage
35,Good,pin oak,NoDamage
31,Good,red maple,NoDamage
21,Good,pin oak,NoDamage
3,Good,pin oak,NoDamage
25,Good,pin oak,Damage
10,Good,red maple,NoDamage
12,Fair,pin oak,Damage
31,Good,pin oak,NoDamage
29,Good,pin oak,NoDamage
6,Fair,pin oak,NoDamage
20,Good,London planetree,Damage
19,Good,London planetree,Damage
35,Good,London planetree,NoDamage
16,Good,ash,Damage
11,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
2,Good,Callery pear,Damage
6,Good,Callery pear,NoDamage
11,Good,mulberry,Damage
10,Good,Callery pear,NoDamage
16,Fair,Callery pear,NoDamage
5,Good,silver linden,NoDamage
5,Good,silver linden,NoDamage
32,Good,London planetree,NoDamage
25,Good,London planetree,NoDamage
2,Good,Amur maple,NoDamage
20,Good,London planetree,Damage
36,Good,London planetree,Damage
28,Good,London planetree,NoDamage
29,Good,London planetree,Damage
27,Good,London planetree,NoDamage
21,Good,London planetree,NoDamage
24,Good,London planetree,Damage
22,Good,London planetree,NoDamage
26,Good,London planetree,Damage
14,Good,pin oak,Damage
38,Good,London planetree,NoDamage
21,Good,London planetree,NoDamage
29,Good,London planetree,NoDamage
18,Good,London planetree,Damage
16,Good,London planetree,NoDamage
36,Good,London planetree,Damage
33,Good,London planetree,NoDamage
14,Fair,London planetree,Damage
5,Good,American hophornbeam,NoDamage
32,Good,London planetree,NoDamage
22,Good,red maple,NoDamage
32,Good,pin oak,NoDamage
8,Good,pin oak,NoDamage
4,Good,Japanese zelkova,NoDamage
9,Good,Callery pear,NoDamage
12,Good,Callery pear,NoDamage
8,Good,Callery pear,NoDamage
9,Good,silver linden,NoDamage
6,Good,Callery pear,NoDamage
10,Good,Callery pear,NoDamage
7,Fair,Callery pear,NoDamage
15,Good,silver linden,Damage
15,Good,silver linden,Damage
9,Good,Callery pear,NoDamage
10,Good,Callery pear,NoDamage
27,Good,London planetree,Damage
26,Good,London planetree,Damage
27,Good,London planetree,NoDamage
18,Good,London planetree,Damage
13,Good,ash,Damage
9,Good,silver linden,Damage
6,Good,Callery pear,NoDamage
8,Good,silver linden,NoDamage
6,Good,Callery pear,NoDamage
4,Good,silver linden,NoDamage
6,Good,silver linden,NoDamage
11,Good,Callery pear,NoDamage
22,Good,Callery pear,Damage
8,Good,littleleaf linden,Damage
7,Good,littleleaf linden,NoDamage
20,Good,littleleaf linden,NoDamage
4,Good,littleleaf linden,NoDamage
13,Good,littleleaf linden,NoDamage
12,Good,littleleaf linden,NoDamage
4,Good,littleleaf linden,NoDamage
3,Good,littleleaf linden,NoDamage
5,Good,littleleaf linden,NoDamage
2,Good,littleleaf linden,NoDamage
20,Good,littleleaf linden,NoDamage
15,Good,littleleaf linden,NoDamage
23,Good,pin oak,NoDamage
9,Good,red maple,NoDamage
11,Good,red maple,NoDamage
28,Good,pin oak,NoDamage
23,Good,pin oak,NoDamage
5,Good,pin oak,NoDamage
32,Good,pin oak,NoDamage
15,Good,pin oak,Damage
20,Good,pin oak,NoDamage
8,Good,red maple,NoDamage
9,Good,red maple,Damage
12,Good,pin oak,Damage
26,Good,pin oak,Damage
29,Good,pin oak,NoDamage
31,Good,London planetree,NoDamage
14,Poor,London planetree,NoDamage
29,Good,London planetree,NoDamage
10,Good,American elm,NoDamage
9,Good,Callery pear,NoDamage
9,Good,silver linden,NoDamage
7,Fair,Callery pear,NoDamage
14,Good,silver linden,NoDamage
15,Good,Callery pear,Damage
15,Good,Callery pear,NoDamage
10,Good,silver linden,NoDamage
13,Good,Callery pear,NoDamage
8,Good,Callery pear,NoDamage
32,Good,London planetree,NoDamage
35,Good,London planetree,NoDamage
25,Good,London planetree,Damage
16,Poor,London planetree,NoDamage
6,Good,Amur maple,NoDamage
5,Good,Amur maple,Damage
18,Good,London planetree,Damage
25,Good,London planetree,NoDamage
32,Good,London planetree,NoDamage
13,Good,London planetree,NoDamage
22,Good,pin oak,Damage
14,Good,pin oak,NoDamage
3,Good,red maple,NoDamage
12,Good,American elm,NoDamage
9,Good,pin oak,Damage
2,Good,pin oak,Damage
33,Good,pin oak,NoDamage
11,Good,pin oak,Damage
3,Good,pin oak,Damage
14,Good,pin oak,Damage
16,Good,pin oak,NoDamage
16,Good,pin oak,Damage
35,Good,pin oak,NoDamage
17,Good,pin oak,NoDamage
3,Good,red maple,NoDamage
12,Fair,pin oak,Damage
15,Good,London planetree,Damage
29,Good,London planetree,NoDamage
28,Good,London planetree,NoDamage
16,Good,London planetree,Damage
17,Fair,Callery pear,Damage
10,Good,Callery pear,NoDamage
16,Good,mulberry,Damage
6,Good,Callery pear,NoDamage
9,Good,Callery pear,NoDamage
7,Good,silver linden,Damage
3,Good,silver linden,NoDamage
4,Good,Callery pear,NoDamage
11,Good,Callery pear,NoDamage
16,Good,London planetree,Damage
30,Good,London planetree,NoDamage
21,Good,London planetree,NoDamage
20,Good,London planetree,NoDamage
20,Good,London planetree,NoDamage
7,Good,Callery pear,NoDamage
5,Good,silver linden,Damage
11,Good,silver linden,NoDamage
5,Good,silver linden,Damage
8,Good,Callery pear,Damage
3,Good,Callery pear,NoDamage
21,Good,Callery pear,Damage
2,Good,silver linden,NoDamage
12,Good,red maple,NoDamage
24,Good,red maple,Damage
23,Good,pin oak,Damage
3,Fair,red maple,Damage
12,Fair,pin oak,NoDamage
23,Good,pin oak,NoDamage
3,Good,pin oak,NoDamage
22,Good,pin oak,NoDamage
7,Fair,pin oak,NoDamage
14,Good,pin oak,Damage
24,Good,pin oak,Damage
5,Good,red maple,NoDamage
3,Good,pin oak,NoDamage
2,Good,English oak,Damage
21,Good,pin oak,NoDamage
24,Good,pin oak,Damage
29,Good,pin oak,Damage
19,Good,pin oak,Damage
3,Good,red maple,NoDamage
31,Good,pin oak,NoDamage
5,Good,pin oak,Damage
10,Good,Callery pear,NoDamage
11,Good,Callery pear,NoDamage
9,Good,Callery pear,Damage
7,Good,Callery pear,NoDamage
8,Good,Callery pear,Damage
5,Good,Callery pear,NoDamage
20,Good,tree of heaven,NoDamage
13,Good,tree of heaven,NoDamage
1,Good,Callery pear,Damage
8,Poor,Callery pear,NoDamage
14,Good,Callery pear,Damage
4,Good,Callery pear,Damage
6,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
11,Fair,pin oak,Damage
12,Good,pin oak,NoDamage
4,Fair,pin oak,NoDamage
19,Good,pin oak,Damage
6,Good,red maple,NoDamage
15,Good,red maple,NoDamage
4,Good,English oak,NoDamage
25,Good,hedge maple,NoDamage
7,Good,pin oak,NoDamage
14,Good,pin oak,NoDamage
18,Good,pin oak,NoDamage
24,Good,pin oak,NoDamage
25,Good,pin oak,Damage
15,Good,pin oak,Damage
20,Good,pin oak,Damage
3,Good,pin oak,NoDamage
18,Good,hedge maple,NoDamage
4,Good,Callery pear,NoDamage
12,Good,Callery pear,Damage
15,Good,Callery pear,NoDamage
12,Good,Callery pear,NoDamage
19,Good,Callery pear,Damage
15,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
5,Good,mulberry,NoDamage
7,Good,Callery pear,NoDamage
5,Good,Callery pear,NoDamage
11,Good,Callery pear,Damage
4,Good,Callery pear,NoDamage
3,Good,pin oak,NoDamage
19,Good,pin oak,NoDamage
3,Good,pin oak,Damage
10,Good,pin oak,Damage
24,Good,pin oak,NoDamage
32,Good,pin oak,Damage
15,Good,red maple,NoDamage
7,Good,Callery pear,Damage
4,Good,silver linden,NoDamage
15,Good,Callery pear,Damage
22,Good,Callery pear,Damage
3,Good,Callery pear,Damage
16,Good,silver linden,Damage
8,Poor,Callery pear,NoDamage
11,Good,Callery pear,NoDamage
15,Good,silver linden,NoDamage
6,Good,Callery pear,NoDamage
11,Good,Callery pear,NoDamage
3,Good,silver linden,NoDamage
7,Poor,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
10,Good,silver linden,Damage
8,Good,Callery pear,NoDamage
9,Good,Callery pear,NoDamage
23,Good,silver linden,NoDamage
6,Good,Callery pear,NoDamage
7,Good,pin oak,NoDamage
21,Good,pin oak,NoDamage
24,Good,pin oak,NoDamage
5,Good,pin oak,Damage
3,Good,pin oak,Damage
11,Good,red maple,Damage
4,Good,pin oak,NoDamage
23,Good,pin oak,Damage
9,Good,pin oak,NoDamage
2,Good,hedge maple,NoDamage
2,Good,pin oak,NoDamage
3,Good,hedge maple,NoDamage
3,Good,pin oak,NoDamage
32,Good,pin oak,NoDamage
27,Good,pin oak,NoDamage
13,Good,pin oak,NoDamage
45,Good,pin oak,Damage
30,Good,pin oak,NoDamage
32,Good,pin oak,NoDamage
32,Good,pin oak,NoDamage
17,Fair,pin oak,NoDamage
21,Good,pin oak,Damage
28,Good,pin oak,NoDamage
31,Good,pin oak,Damage
3,Good,red maple,NoDamage
25,Good,pin oak,NoDamage
16,Good,Callery pear,NoDamage
14,Good,silver linden,NoDamage
2,Good,tree of heaven,NoDamage
6,Good,Callery pear,NoDamage
5,Good,Callery pear,NoDamage
2,Good,Chinese tree lilac,NoDamage
3,Good,silver linden,NoDamage
4,Good,silver linden,NoDamage
4,Good,Callery pear,Damage
4,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
4,Good,Callery pear,Damage
17,Good,Callery pear,Damage
32,Good,pin oak,NoDamage
6,Good,red maple,NoDamage
10,Good,pin oak,Damage
13,Good,pin oak,Damage
12,Good,pin oak,Damage
11,Good,pin oak,NoDamage
25,Good,pin oak,NoDamage
3,Good,red maple,NoDamage
28,Good,pin oak,NoDamage
3,Good,pin oak,NoDamage
16,Good,Callery pear,Damage
7,Good,Callery pear,NoDamage
14,Good,Callery pear,NoDamage
6,Good,pin oak,NoDamage
9,Good,pin oak,NoDamage
20,Good,red maple,NoDamage
15,Good,pin oak,NoDamage
7,Good,pin oak,NoDamage
11,Good,red maple,NoDamage
10,Good,red maple,NoDamage
31,Good,pin oak,NoDamage
4,Good,pin oak,NoDamage
27,Good,pin oak,Damage
16,Good,Callery pear,NoDamage
18,Good,Callery pear,NoDamage
2,Fair,Callery pear,NoDamage
12,Good,red maple,NoDamage
40,Good,pin oak,Damage
47,Good,pin oak,NoDamage
3,Good,red maple,NoDamage
30,Good,pin oak,Damage
25,Good,pin oak,NoDamage
3,Good,pin oak,NoDamage
31,Good,pin oak,Damage
10,Good,hedge maple,NoDamage
18,Good,pin oak,NoDamage
2,Good,pin oak,NoDamage
6,Good,red maple,NoDamage
23,Good,pin oak,Damage
32,Fair,pin oak,NoDamage
14,Good,red maple,NoDamage
20,Good,pin oak,Damage
3,Poor,red maple,NoDamage
16,Good,pin oak,NoDamage
8,Good,hedge maple,NoDamage
27,Good,pin oak,NoDamage
16,Good,pin oak,NoDamage
11,Good,pin oak,Damage
5,Good,red maple,NoDamage
34,Good,pin oak,Damage
8,Good,pin oak,NoDamage
25,Good,pin oak,NoDamage
13,Good,pin oak,NoDamage
24,Good,red maple,NoDamage
4,Good,red maple,NoDamage
3,Good,pin oak,NoDamage
26,Good,pin oak,NoDamage
10,Good,Callery pear,NoDamage
4,Good,Callery pear,NoDamage
3,Good,Callery pear,NoDamage
11,Good,mulberry,NoDamage
11,Good,silver linden,Damage
18,Good,Callery pear,NoDamage
18,Good,Callery pear,Damage
7,Good,Callery pear,NoDamage
6,Good,Callery pear,Damage
23,Good,Callery pear,Damage
16,Good,Callery pear,NoDamage
12,Good,silver linden,Damage
2,Good,Chinese tree lilac,NoDamage
9,Good,Callery pear,NoDamage
13,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
2,Good,Callery pear,NoDamage
8,Fair,Callery pear,NoDamage
19,Good,mulberry,NoDamage
13,Good,Callery pear,NoDamage
10,Poor,Callery pear,NoDamage
13,Good,silver linden,NoDamage
12,Fair,silver linden,NoDamage
3,Good,silver linden,NoDamage
2,Good,silver linden,NoDamage
4,Good,silver linden,NoDamage
12,Good,Callery pear,Damage
14,Good,Callery pear,NoDamage
5,Good,Callery pear,NoDamage
14,Good,Callery pear,NoDamage
2,Good,Callery pear,NoDamage
15,Good,Callery pear,NoDamage
11,Good,Callery pear,NoDamage
4,Good,Callery pear,NoDamage
26,Good,pin oak,NoDamage
24,Good,pin oak,Damage
25,Good,pin oak,NoDamage
10,Good,red maple,NoDamage
37,Good,pin oak,NoDamage
6,Good,Callery pear,NoDamage
12,Good,Callery pear,Damage
1,Good,Callery pear,NoDamage
12,Good,silver linden,NoDamage
12,Fair,silver linden,Damage
5,Good,Callery pear,NoDamage
4,Good,silver linden,NoDamage
13,Good,Callery pear,NoDamage
11,Good,Norway maple,NoDamage
18,Good,Norway maple,NoDamage
17,Good,Norway maple,Damage
9,Fair,Norway maple,NoDamage
20,Good,Norway maple,NoDamage
31,Good,tulip-poplar,NoDamage
12,Good,Norway maple,NoDamage
14,Good,Norway maple,NoDamage
9,Good,Norway maple,NoDamage
10,Good,Norway maple,NoDamage
22,Fair,Norway maple,Damage
16,Good,Norway maple,NoDamage
15,Good,Norway maple,NoDamage
15,Good,Norway maple,NoDamage
18,Good,Norway maple,Damage
6,Good,cherry,NoDamage
4,Good,cherry,NoDamage
4,Good,cherry,NoDamage
11,Good,cherry,NoDamage
13,Good,cherry,NoDamage
3,Good,cherry,NoDamage
18,Good,cherry,NoDamage
7,Good,cherry,NoDamage
8,Good,cherry,NoDamage
10,Good,cherry,NoDamage
16,Good,sugar maple,NoDamage
15,Good,Callery pear,Damage
8,Poor,Callery pear,NoDamage
5,Good,Callery pear,NoDamage
25,Good,Callery pear,NoDamage
6,Good,Callery pear,NoDamage
14,Good,Callery pear,Damage
3,Good,Chinese elm,NoDamage
13,Good,Japanese zelkova,Damage
3,Good,black oak,NoDamage
4,Good,Japanese zelkova,NoDamage
18,Good,Japanese zelkova,NoDamage
3,Good,cherry,Damage
14,Good,cherry,NoDamage
2,Good,purple-leaf plum,Damage
5,Good,cherry,NoDamage
8,Good,cherry,NoDamage
3,Good,cherry,NoDamage
2,Good,cherry,NoDamage
9,Good,cherry,NoDamage
3,Good,cherry,Damage
18,Good,London planetree,Damage
37,Good,London planetree,Damage
20,Good,London planetree,Damage
24,Good,London planetree,Damage
21,Good,Callery pear,Damage
17,Good,Callery pear,NoDamage
6,Good,Callery pear,NoDamage
9,Good,Callery pear,NoDamage
26,Good,mulberry,NoDamage
8,Good,Callery pear,NoDamage
19,Good,Callery pear,Damage
3,Good,silver linden,Damage
3,Good,honeylocust,NoDamage
24,Fair,American linden,Damage
13,Good,honeylocust,Damage
10,Good,honeylocust,Damage
17,Good,ginkgo,NoDamage
4,Good,Callery pear,Damage
14,Good,Callery pear,NoDamage
4,Good,Callery pear,NoDamage
3,Good,ginkgo,NoDamage
4,Good,American linden,NoDamage
14,Good,honeylocust,Damage
7,Good,ginkgo,NoDamage
7,Good,ginkgo,Damage
14,Good,honeylocust,NoDamage
12,Good,ginkgo,Damage
12,Good,honeylocust,NoDamage
15,Good,honeylocust,NoDamage
12,Good,honeylocust,NoDamage
13,Good,silver linden,NoDamage
13,Good,Callery pear,NoDamage
3,Good,silver linden,NoDamage
4,Good,Callery pear,NoDamage
3,Good,silver linden,NoDamage
15,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
11,Fair,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
2,Good,silver linden,NoDamage
4,Good,silver linden,NoDamage
9,Good,ginkgo,NoDamage
15,Good,ginkgo,Damage
18,Fair,Callery pear,NoDamage
4,Good,Callery pear,NoDamage
3,Good,silver linden,NoDamage
3,Good,silver linden,NoDamage
8,Good,Callery pear,Damage
8,Good,Callery pear,NoDamage
7,Good,Callery pear,NoDamage
11,Good,Callery pear,NoDamage
12,Good,Callery pear,Damage
8,Good,silver linden,NoDamage
7,Good,Callery pear,NoDamage
14,Good,Norway maple,NoDamage
12,Good,Norway maple,NoDamage
35,Good,pin oak,NoDamage
4,Good,red maple,NoDamage
30,Good,pin oak,Damage
10,Good,ginkgo,NoDamage
13,Good,honeylocust,Damage
4,Good,ginkgo,NoDamage
5,Good,honeylocust,NoDamage
6,Good,honeylocust,Damage
6,Good,ginkgo,NoDamage
10,Good,ginkgo,NoDamage
15,Good,honeylocust,NoDamage
3,Good,American linden,NoDamage
4,Good,honeylocust,NoDamage
3,Good,pin oak,NoDamage
7,Good,pin oak,NoDamage
16,Good,pin oak,NoDamage
8,Good,pin oak,Damage
17,Good,pin oak,Damage
17,Good,pin oak,NoDamage
12,Fair,ginkgo,NoDamage
3,Good,American linden,Damage
20,Fair,honeylocust,Damage
4,Good,ginkgo,NoDamage
15,Good,honeylocust,Damage
18,Good,honeylocust,Damage
7,Good,honeylocust,NoDamage
11,Good,Callery pear,Damage
17,Fair,Callery pear,NoDamage
3,Good,silver linden,NoDamage
3,Good,Callery pear,Damage
18,Good,Callery pear,Damage
4,Good,Callery pear,NoDamage
4,Good,Callery pear,NoDamage
15,Good,Callery pear,NoDamage
18,Good,Callery pear,NoDamage
